DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2020-05-15 00:00:00,4135001,HmiyD2TTLFNqkNe,25.184316133333333,22.8575074,0
2020-05-15 00:15:00,4135001,HmiyD2TTLFNqkNe,25.084588666666669,22.761667866666663,0
2020-05-15 00:30:00,4135001,HmiyD2TTLFNqkNe,24.935752600000004,22.592305533333334,0
2020-05-15 00:45:00,4135001,HmiyD2TTLFNqkNe,24.8461304,22.360852133333335,0
2020-05-15 01:00:00,4135001,HmiyD2TTLFNqkNe,24.621525357142858,22.165422642857145,0
2020-05-15 01:15:00,4135001,HmiyD2TTLFNqkNe,24.536092200000002,21.968570866666667,0
2020-05-15 01:30:00,4135001,HmiyD2TTLFNqkNe,24.638673866666664,22.352925666666668,0
2020-05-15 01:45:00,4135001,HmiyD2TTLFNqkNe,24.873022333333335,23.1609192,0
2020-05-15 02:00:00,4135001,HmiyD2TTLFNqkNe,24.936930466666663,23.026113,0
2020-05-15 02:15:00,4135001,HmiyD2TTLFNqkNe,25.012247600000002,23.343229266666665,0
2020-05-15 02:30:00,4135001,HmiyD2TTLFNqkNe,25.005149333333335,23.639459266666666,0
2020-05-15 02:45:00,4135001,HmiyD2TTLFNqkNe,24.993019533333332,24.0394858,0
2020-05-15 03:00:00,4135001,HmiyD2TTLFNqkNe,25.016309428571425,24.384135571428573,0
2020-05-15 03:15:00,4135001,HmiyD2TTLFNqkNe,24.985215266666664,24.351507733333335,0
2020-05-15 03:30:00,4135001,HmiyD2TTLFNqkNe,24.937731933333332,24.060296533333336,0
2020-05-15 03:45:00,4135001,HmiyD2TTLFNqkNe,24.879099533333335,23.709794133333336,0
2020-05-15 04:00:00,4135001,HmiyD2TTLFNqkNe,24.678902199999996,22.589941533333334,0
2020-05-15 04:15:00,4135001,HmiyD2TTLFNqkNe,24.3519308,21.783642533333335,0
2020-05-15 04:30:00,4135001,HmiyD2TTLFNqkNe,24.0626222,21.852524933333335,0
2020-05-15 04:45:00,4135001,HmiyD2TTLFNqkNe,24.013224200000003,22.306315,0
2020-05-15 05:00:00,4135001,HmiyD2TTLFNqkNe,24.177105799999996,22.551908466666664,0
2020-05-15 05:15:00,4135001,HmiyD2TTLFNqkNe,24.304888,22.979492071428577,0
2020-05-15 05:30:00,4135001,HmiyD2TTLFNqkNe,24.328727266666665,23.452380466666668,0
2020-05-15 05:45:00,4135001,HmiyD2TTLFNqkNe,24.289211133333332,23.096691933333332,0.0008627212413333332
2020-05-15 06:00:00,4135001,HmiyD2TTLFNqkNe,24.088446066666666,22.206756600000002,0.0058869571866666665
2020-05-15 06:15:00,4135001,HmiyD2TTLFNqkNe,24.011635266666669,22.353458666666668,0.022281607466666669
2020-05-15 06:30:00,4135001,HmiyD2TTLFNqkNe,23.976731266666665,22.893282,0.049409723866666665
2020-05-15 06:45:00,4135001,HmiyD2TTLFNqkNe,24.21899,24.442443933333333,0.0953944536
2020-05-15 07:00:00,4135001,HmiyD2TTLFNqkNe,24.537398399999997,27.185652866666665,0.1419404433333333
2020-05-15 07:15:00,4135001,HmiyD2TTLFNqkNe,24.815959499999998,28.888477857142853,0.15471267571428568
2020-05-15 07:30:00,4135001,HmiyD2TTLFNqkNe,24.988789866666668,29.6056438,0.14879915333333332
2020-05-15 07:45:00,4135001,HmiyD2TTLFNqkNe,25.21618033333333,29.547110933333336,0.14479341893333331
2020-05-15 08:00:00,4135001,HmiyD2TTLFNqkNe,25.419513066666671,31.412544733333331,0.20163862133333332
2020-05-15 08:15:00,4135001,HmiyD2TTLFNqkNe,25.959082133333332,35.5287108,0.34570765333333331
2020-05-15 08:30:00,4135001,HmiyD2TTLFNqkNe,26.430782066666666,40.3180586,0.40534857266666663
2020-05-15 08:45:00,4135001,HmiyD2TTLFNqkNe,26.8318298,39.081953733333322,0.31242679533333328
2020-05-15 09:00:00,4135001,HmiyD2TTLFNqkNe,27.6209698,45.009232600000004,0.62315264866666664
2020-05-15 09:15:00,4135001,HmiyD2TTLFNqkNe,27.988362071428575,46.617706500000004,0.34488403571428572
2020-05-15 09:30:00,4135001,HmiyD2TTLFNqkNe,27.516727866666667,39.136326,0.2492484
2020-05-15 09:45:00,4135001,HmiyD2TTLFNqkNe,27.450107666666668,40.930576933333327,0.54120597733333342
2020-05-15 10:00:00,4135001,HmiyD2TTLFNqkNe,28.632191866666666,52.5477356,0.670675372
2020-05-15 10:15:00,4135001,HmiyD2TTLFNqkNe,28.768912733333337,47.633737999999994,0.57228347666666668
2020-05-15 10:30:00,4135001,HmiyD2TTLFNqkNe,29.351442600000006,49.249723266666663,0.45514838333333335
2020-05-15 10:45:00,4135001,HmiyD2TTLFNqkNe,28.854707866666665,44.048325600000005,0.36196165399999997
2020-05-15 11:00:00,4135001,HmiyD2TTLFNqkNe,29.410819333333336,47.685453399999993,0.63656088133333322
2020-05-15 11:15:00,4135001,HmiyD2TTLFNqkNe,30.21606228571428,50.006988571428572,0.5857872135714286
2020-05-15 11:30:00,4135001,HmiyD2TTLFNqkNe,30.287072799999997,49.841363599999994,0.55706938333333333
2020-05-15 11:45:00,4135001,HmiyD2TTLFNqkNe,30.811049333333333,47.8363832,0.46798686933333333
2020-05-15 12:00:00,4135001,HmiyD2TTLFNqkNe,31.305375066666663,49.183583533333334,0.51496258666666672
